,actor id,actor name,character,gender,movie id,movie release year,title
1480,34923,Atsuko Tanaka,Motoko Kusanagi (voice),Female,12140,2004,Ghost in the Shell 2: Innocence
1481,78076,Wayne Allwine,Mickey Mouse (voice),Male,13378,2004,Mickey's Twice Upon a Christmas
1482,368,Reese Witherspoon,Becky Sharp,Female,11632,2004,Vanity Fair
1483,98,Sarah Polley,Ana,Female,924,2004,Dawn of the Dead
1484,887,Owen Wilson,Jack Ryan,Male,12634,2004,The Big Bounce
1485,37917,Kristen Stewart,"Madeline ""Maddy"" Rose Phillips",Female,20483,2004,Catch That Kid
1486,1204,Julia Roberts,Anna Cameron,Female,2288,2004,Closer
1487,500,Tom Cruise,Vincent,Male,1538,2004,Collateral
1488,11155,Thomas Jane,Frank Castle / The Punisher,Male,7220,2004,The Punisher
1489,43662,Anne Suzuki,James Ray Steam (voice),Female,8953,2004,Steamboy
1490,2219,Tobey Maguire,Peter Parker / Spider-Man,Male,558,2004,Spider-Man 2
1491,73421,Joaquin Phoenix,Jack Morrison,Male,11128,2004,Ladder 49
1492,1532,Bill Murray,Steve Zissou,Male,421,2004,The Life Aquatic with Steve Zissou
1493,9137,Renée Zellweger,Bridget Rose Jones,Female,9801,2004,Bridget Jones: The Edge of Reason
1494,1341,Donnie Yen,General Lone,Male,10257,2004,The Twins Effect II
1495,24045,Joseph Gordon-Levitt,Neil,Male,11171,2004,Mysterious Skin
1496,57208,Petchtai Wongkamlao,Wong Kom,Male,20256,2004,The Bodyguard
1497,38773,Max Riemelt,Friedrich Weimer,Male,9393,2004,Before the Fall
1498,3894,Christian Bale,Bruce Wayne / Batman,Male,272,2005,Batman Begins
1499,5528,William Moseley,Peter Pevensie,Male,411,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
1500,10980,Daniel Radcliffe,Harry Potter,Male,674,2005,Harry Potter and the Goblet of Fire
1501,65524,Ioan Gruffudd,Reed Richards / Mr. Fantastic,Male,9738,2005,Fantastic Four
1502,11701,Angelina Jolie,Jane Smith,Female,787,2005,Mr. & Mrs. Smith
1503,5367,Zach Braff,Chicken Little (voice),Male,9982,2005,Chicken Little
1504,2157,Robin Williams,Fender (voice),Male,9928,2005,Robots
1505,85,Johnny Depp,Willy Wonka,Male,118,2005,Charlie and the Chocolate Factory
1506,3489,Naomi Watts,Ann Darrow,Female,254,2005,King Kong
1507,13445,Tia Carrere,Nani (Voice),Female,20760,2005,Lilo & Stitch 2: Stitch has a Glitch
1508,6384,Keanu Reeves,John Constantine,Male,561,2005,Constantine
1509,7399,Ben Stiller,Alex,Male,953,2005,Madagascar
1510,1954,Billy Zane,Jack,Male,9753,2005,Survival Island
1511,976,Jason Statham,Frank Martin,Male,9335,2005,Transporter 2
1512,9778,Ice Cube,Darius Stone / xXx,Male,11679,2005,xXx: State of the Union
1513,7060,Martin Freeman,Arthur Dent,Male,7453,2005,The Hitchhiker's Guide to the Galaxy
1514,500,Tom Cruise,Ray Ferrier,Male,74,2005,War of the Worlds
1515,3061,Ewan McGregor,Obi-Wan Kenobi,Male,1895,2005,Star Wars: Episode III - Revenge of the Sith
1516,1810,Heath Ledger,Ennis Del Mar,Male,142,2005,Brokeback Mountain
1517,9657,Patrick Warburton,Kronk (voice),Male,13417,2005,Kronk's New Groove
1518,2144,Tobin Bell,Jigsaw,Male,215,2005,Saw II
1519,70785,Anita Briem,Eve,Female,42968,2005,The Nun
1520,49961,Michelle Trachtenberg,Casey Carlyle,Female,13374,2005,Ice Princess
1521,7056,Emma Thompson,Nanny McPhee,Female,11283,2005,Nanny McPhee
1522,9278,Jennifer Garner,Elektra Natchios / Elektra,Female,9947,2005,Elektra
1523,85,Johnny Depp,Victor Van Dort (voice),Male,3933,2005,Corpse Bride
1524,3061,Ewan McGregor,Lincoln Six Echo / Tom Lincoln,Male,1635,2005,The Island
1525,12077,Jim Cummings,Winnie-the-Pooh / Tigger (voice),Male,13682,2005,Pooh's Heffalump Movie
1526,62,Bruce Willis,Det. John Hartigan,Male,187,2005,Sin City
1527,84214,Taylor Lautner,Sharkboy,Male,14199,2005,The Adventures of Sharkboy and Lavagirl
1528,25001,Lee Young-ae,Guem-ja,Female,4550,2005,Sympathy for Lady Vengeance
1529,114,Orlando Bloom,Balian de Ibelin,Male,1495,2005,Kingdom of Heaven
1530,116,Keira Knightley,Elizabeth Bennet,Female,4348,2005,Pride & Prejudice
1531,51797,Nathan Fillion,Mal,Male,16320,2005,Serenity
1532,7998,Bret 'Brook' Parker,Kari McKeen (voice),Female,13932,2005,Jack-Jack Attack
1533,12835,Vin Diesel,Shane Wolf,Male,10022,2005,The Pacifier
1534,1341,Donnie Yen,Inspector Ma Kwun,Male,13127,2005,SPL: Kill Zone
1535,887,Owen Wilson,John Beckwith,Male,9522,2005,Wedding Crashers
1536,976,Jason Statham,Det. Quentin Conners,Male,5289,2005,Chaos
1537,26510,Eugene Levy,Mr. Levenstein,Male,8274,2005,American Pie Presents: Band Camp
1538,74358,Kelly Sheridan,Princess Annika / Troll / Wife #3 (voice),Female,15906,2005,Barbie and the Magic of Pegasus 3-D
1539,11661,Kate Hudson,Caroline Ellis,Female,9913,2005,The Skeleton Key
1540,7317,Peter Sallis,Wallace / Hutch (voice),Male,533,2005,Wallace & Gromit: The Curse of the Were-Rabbit
1541,6885,Charlize Theron,Æon Flux,Female,8202,2005,Æon Flux
1542,131157,Harrison Chad,Tarzan (voice),Male,15657,2005,Tarzan II
1543,81243,Romi Park,Edward Elric,Female,14003,2005,Fullmetal Alchemist The Movie: Conqueror of Shamballa
1544,9705,Takahiro Sakurai,Cloud Strife,Male,647,2005,Final Fantasy VII: Advent Children
1545,67773,Steve Martin,Tom Baker,Male,9641,2005,Cheaper by the Dozen 2
1546,58674,Yukie Nakama,Oboro,Female,10116,2005,Shinobi: Heart Under Blade
1547,4495,Steve Carell,Andy Stitzer,Male,6957,2005,The 40 Year Old Virgin
1548,81270,Serah D'Laine,Marie Clifton,Female,17124,2005,Wild Things: Diamonds in the Rough
1549,62,Bruce Willis,Jeff Talley,Male,2026,2005,Hostage
1550,1813,Anne Hathaway,Allison Lang,Female,14695,2005,Havoc
1551,2963,Nicolas Cage,Yuri Orlov,Male,1830,2005,Lord of War
1552,3131,Antonio Banderas,Zorro,Male,1656,2005,The Legend of Zorro
1553,29220,Amanda Bynes,Jenny Taylor,Female,27902,2005,Love Wrecked
1554,18277,Sandra Bullock,Jean Cabot,Female,1640,2005,Crash
1555,10859,Ryan Reynolds,George Lutz,Male,10065,2005,The Amityville Horror
1556,18897,Jackie Chan,General Meng Yi / Dr. Jack Chan,Male,11653,2005,The Myth
1557,18997,Bryce Dallas Howard,Grace Margaret Mulligan,Female,1951,2005,Manderlay
1558,8167,Paul Walker,Jared,Male,11968,2005,Into the Blue
1559,13240,Mark Wahlberg,Bobby Mercer,Male,8292,2005,Four Brothers
1560,1327,Ian McKellen,Zebedee,Male,16455,2005,The Magic Roundabout
1561,1336,Jet Li,Danny,Male,10027,2005,Unleashed
1562,9778,Ice Cube,Nick Persons,Male,11637,2005,Are We There Yet?
1563,116,Keira Knightley,Domino Harvey,Female,9923,2005,Domino
1564,6165,Anthony Rapp,Mark Cohen,Male,1833,2005,Rent
1565,82055,Junko Takeuchi,Naruto Uzumaki,Female,16910,2005,Naruto the Movie: Legend of the Stone of Gelel
1566,19292,Adam Sandler,Paul Crewe,Male,9291,2005,The Longest Yard
1567,109,Elijah Wood,Matt Buckner,Male,8923,2005,Green Street Hooligans
1568,2227,Nicole Kidman,Isabel Bigelow,Female,9722,2005,Bewitched
1569,28782,Monica Bellucci,Daniela,Female,5070,2005,How Much Do You Love Me?
1570,25002,Lee Byung-hun,Sun-woo,Male,11344,2005,A Bittersweet Life
1571,10859,Ryan Reynolds,Chris Brander,Male,10033,2005,Just Friends
1572,15555,Piper Perabo,Rachel,Female,1544,2005,Imagine Me & You
1573,18918,Dwayne Johnson,Sarge,Male,8814,2005,Doom
1574,18864,Tom McGrath,Skipper,Male,10258,2005,The Madagascar Penguins in a Christmas Caper
1575,6614,Cole Hauser,Jack McAllister,Male,9042,2005,The Cave
1576,6941,Cameron Diaz,Maggie Feller,Female,11931,2005,In Her Shoes
1577,23659,Will Ferrell,Phil Weston,Male,9981,2005,Kicking & Screaming
1578,15831,Frank Welker,Fred / Scooby-Doo (voice),Male,20558,2005,Scooby-Doo! in Where's My Mummy?
1579,6383,Aaron Eckhart,Nick Naylor,Male,9388,2005,Thank You for Smoking
1580,1339,Zhang Ziyi,Sayuri,Female,1904,2005,Memoirs of a Geisha
1581,20519,Simon Yam,Lam Lok,Male,18747,2005,Election
1582,3223,Robert Downey Jr.,Harry Lockhart,Male,5236,2005,Kiss Kiss Bang Bang
1583,1810,Heath Ledger,Jacob Grimm,Male,4442,2005,The Brothers Grimm
1584,77122,María Valverde,Melissa P.,Female,13461,2005,Melissa P.
1585,11665,Michael Angarano,Will Stronghold,Male,11459,2005,Sky High
1586,6213,Jamie Kennedy,Tim Avery,Male,10214,2005,Son of the Mask
1587,27972,Josh Hutcherson,Walter Budwing,Male,6795,2005,Zathura: A Space Adventure
1588,134,Jamie Foxx,Staff Sgt. Sykes,Male,25,2005,Jarhead
1589,57207,Tony Jaa,Kham,Male,8982,2005,The Protector
1590,1813,Anne Hathaway,Red (voice),Female,10982,2005,Hoodwinked!
1591,10730,Rowan Atkinson,Reverend Walter Goodfellow,Male,9687,2005,Keeping Mum
1592,10959,Shia LaBeouf,Francis Ouimet,Male,15487,2005,The Greatest Game Ever Played
1593,58982,Kuno Becker,Santiago Munez,Male,9763,2005,Goal! The Dream Begins
1594,4173,Anthony Hopkins,Burt Munro,Male,9912,2005,The World's Fastest Indian
1595,3061,Ewan McGregor,Valiant (voice),Male,14175,2005,Valiant
1596,7218,Kristanna Loken,Rayne,Female,168705,2005,BloodRayne
1597,85,Johnny Depp,Captain Jack Sparrow,Male,58,2006,Pirates of the Caribbean: Dead Man's Chest
1598,500,Tom Cruise,Ethan Hunt,Male,956,2006,Mission: Impossible III
1599,8784,Daniel Craig,James Bond,Male,36557,2006,Casino Royale
1600,5064,Meryl Streep,Miranda Priestly,Female,350,2006,The Devil Wears Prada
1601,15757,Ray Romano,Manny (voice),Male,950,2006,Ice Age: The Meltdown
1602,6968,Hugh Jackman,Robert Angier,Male,1124,2006,The Prestige
1603,16970,Ivana Baquero,Ofelia,Female,1417,2006,Pan's Labyrinth
1604,2888,Will Smith,Chris Gardner,Male,1402,2006,The Pursuit of Happyness
1605,17276,Gerard Butler,King Leonidas,Male,1271,2006,300
1606,887,Owen Wilson,Lightning McQueen (voice),Male,920,2006,Cars
1607,31,Tom Hanks,Robert Langdon,Male,591,2006,The Da Vinci Code
1608,122468,Riisa Naka,Makoto Konno (voice),Female,14069,2006,The Girl Who Leapt Through Time
1609,17271,Brandon Routh,Superman / Clark Kent,Male,1452,2006,Superman Returns
1610,524,Natalie Portman,Evey Hammond,Female,752,2006,V for Vendetta
1611,1619,Chow Yun-Fat,Emperor Ping,Male,1494,2006,Curse of the Golden Flower
1612,13445,Tia Carrere,Nani,Female,21316,2006,Leroy & Stitch
1613,119241,Junichi Okada,Arren (voice),Male,37933,2006,Tales from Earthsea
1614,8891,John Travolta,Elmer C. Robinson,Male,1252,2006,Lonely Hearts
1615,6193,Leonardo DiCaprio,"William ""Billy"" Costigan, Jr.",Male,1422,2006,The Departed
1616,26973,John White,Erik Stifler,Male,8275,2006,American Pie Presents: The Naked Mile
1617,19487,Jay Hernandez,Paxton,Male,1690,2006,Hostel
1618,74370,Nicole Oliver,Ashlyn,Female,13002,2006,Barbie in the 12 Dancing Princesses
1619,22123,Jordana Brewster,Chrissie,Female,10781,2006,The Texas Chainsaw Massacre: The Beginning
1620,6941,Cameron Diaz,Amanda Woods,Female,1581,2006,The Holiday
1621,70851,Jack Black,Nacho,Male,9353,2006,Nacho Libre
1622,21986,Reba McEntire,Dixie (voice),Female,9948,2006,The Fox and the Hound 2
1623,134,Jamie Foxx,"Detective Ricardo ""Rico"" Tubbs",Male,82,2006,Miami Vice
1624,19292,Adam Sandler,Michael Newman,Male,9339,2006,Click
1625,6384,Keanu Reeves,Alex Wyler,Male,2044,2006,The Lake House
1626,11179,Sean Biggerstaff,Ben Willis,Male,12225,2006,Cashback
1627,17678,Rudy Youngblood,Jaguar Paw,Male,1579,2006,Apocalypto
1628,2296,Clive Owen,Theo Faron,Male,9693,2006,Children of Men
1629,1532,Bill Murray,Garfield (voice),Male,9513,2006,Garfield: A Tail of Two Kitties
1630,6968,Hugh Jackman,Roddy (voice),Male,11619,2006,Flushed Away
1631,38673,Channing Tatum,Tyler Gage,Male,9762,2006,Step Up
1632,15897,Larry the Cable Guy,Mater (voice),Male,13934,2006,Mater and the Ghostlight
1633,7431,Kevin Zegers,Woody Deane,Male,37725,2006,It's a Boy Girl Thing
1634,29222,Zac Efron,Troy Bolton,Male,10947,2006,High School Musical
1635,5292,Denzel Washington,Detective Keith Frazier,Male,388,2006,Inside Man
1636,1204,Julia Roberts,Hova,Female,9906,2006,The Ant Bully
1637,6193,Leonardo DiCaprio,Danny Archer,Male,1372,2006,Blood Diamond
1638,4430,Sharon Stone,Catherine Tramell,Female,3093,2006,Basic Instinct 2
1639,62,Bruce Willis,RJ (voice),Male,7518,2006,Over the Hedge
1640,8329,Radha Mitchell,Rose Da Silva,Female,588,2006,Silent Hill
1641,109,Elijah Wood,Mumble (voice),Male,9836,2006,Happy Feet
1642,2628,Kiefer Sutherland,Samson (voice),Male,9904,2006,The Wild
1643,31078,Tatsuya Fujiwara,Light Yagami,Male,16140,2006,Death Note: The Last Name
1644,17064,Ben Whishaw,Jean-Baptiste Grenouille,Male,1427,2006,Perfume: The Story of a Murderer
1645,1336,Jet Li,Huo Yuanjia,Male,7549,2006,Fearless
1646,36422,Luke Wilson,"Cpl. ""Average Joe"" Bauers/""Not Sure""",Male,7512,2006,Idiocracy
1647,2231,Samuel L. Jackson,Neville Flynn,Male,326,2006,Snakes on a Plane
1648,5292,Denzel Washington,Agent Doug Carlin - ATF,Male,7551,2006,Déjà Vu
1649,33515,Kazunari Ninomiya,Kuro / Itachi (voice),Male,13754,2006,Tekkonkinkreet
1651,10859,Ryan Reynolds,Richard Messner,Male,7516,2006,Smokin' Aces
1652,2144,Tobin Bell,John Kramer,Male,214,2006,Saw III
1653,2157,Robin Williams,Bob Munro,Male,9530,2006,RV
1654,64856,Michael Jai White,George Chambers,Male,15255,2006,Undisputed II: Last Man Standing
1655,2299,Josh Hartnett,Slevin,Male,186,2006,Lucky Number Slevin
1656,19766,Sook-Yin Lee,Sofia,Female,1378,2006,Shortbus
1657,57189,Ryan Newman,Little Girl (voice),Female,9297,2006,Monster House
1658,1341,Donnie Yen,Dragon Wong,Male,15860,2006,Dragon Tiger Gate
1659,7399,Ben Stiller,Larry Daley,Male,1593,2006,Night at the Museum
1660,78875,Louis Koo,Jimmy Lee,Male,15077,2006,Election 2
1661,40980,Susan May Pratt,Amy,Female,9592,2006,Open Water 2: Adrift
1662,18352,Patrick Dempsey,Kenai (voice),Male,10010,2006,Brother Bear 2
1663,287,Brad Pitt,Richard,Male,1164,2006,Babel
1664,1772,Anna Faris,Cindy,Female,4257,2006,Scary Movie 4
1665,2178,Forest Whitaker,Idi Amin,Male,1523,2006,The Last King of Scotland
1666,78029,Martin Lawrence,Malcolm Turner/Big Momma,Male,11565,2006,Big Momma's House 2
1668,3967,Kate Beckinsale,Selene,Female,834,2006,Underworld: Evolution
1669,20738,Song Kang-ho,Park Gang-du,Male,1255,2006,The Host
1670,54815,Steven Strait,Caleb Danvers,Male,9954,2006,The Covenant
1671,78029,Martin Lawrence,Boog (voice),Male,7484,2006,Open Season
1672,55061,Kajol,Zooni Ali Beg,Female,8453,2006,Fanaa
1673,15033,Justin Long,Bartleby Gaines,Male,9788,2006,Accepted
1674,955,Penélope Cruz,Maria Alvarez,Female,1969,2006,Bandidas
1675,1892,Matt Damon,Edward Bell Wilson,Male,1247,2006,The Good Shepherd
1676,11022,Aaron Stanford,Doug Bukowski,Male,9792,2006,The Hills Have Eyes
1677,15758,Queen Latifah,Georgia Byrd,Female,17379,2006,Last Holiday
1678,33260,Freddie Prinze Jr.,Pi (voice),Male,19595,2006,Shark Bait
1679,5367,Zach Braff,Tom Reilly,Male,13171,2006,The Ex
1680,62,Bruce Willis,Jack Mosley,Male,2207,2006,16 Blocks
1681,2408,Jamel Debbouze,Saïd Otmari,Male,2016,2006,Days of Glory
1682,6968,Hugh Jackman,Tomás/Tom Creo/Tommy,Male,1381,2006,The Fountain
1683,84513,Erin Kelly,Annabelle,Female,19344,2006,Loving Annabelle
1684,31031,Kyla Pratt,Maya Dolittle,Female,18843,2006,Dr. Dolittle 3
1685,10959,Shia LaBeouf,Young Dito,Male,8194,2006,A Guide To Recognizing Your Saints
1686,67773,Steve Martin,Inspector Jacques Clouseau,Male,12096,2006,The Pink Panther
1687,4784,Laura Dern,Nikki Grace / Susan Blue,Female,1730,2006,Inland Empire
1688,139,Uma Thurman,Jenny Johnson,Female,4474,2006,My Super Ex-Girlfriend
1689,3131,Antonio Banderas,Pierre Dulaine,Male,12763,2006,Take the Lead
1690,1204,Julia Roberts,Charlotte the Spider (voice),Female,9986,2006,Charlotte's Web
1691,1245,Scarlett Johansson,Sondra Pransky,Female,512,2006,Scoop
1692,6730,Sacha Baron Cohen,Borat Sagdiyev,Male,496,2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
1693,3899,Ken Watanabe,General Tadamichi Kuribayashi,Male,1251,2006,Letters from Iwo Jima
1694,819,Edward Norton,Eisenheim,Male,1491,2006,The Illusionist
1695,17051,James Franco,Tristan,Male,9044,2006,Tristan & Isolde
1696,68307,Luke Mably,Prince Edvard,Male,15590,2006,The Prince & Me 2: The Royal Wedding
1697,10980,Daniel Radcliffe,Harry Potter,Male,675,2007,Harry Potter and the Order of the Phoenix
1698,2219,Tobey Maguire,Peter Parker / Spider-Man,Male,559,2007,Spider-Man 3
1699,85,Johnny Depp,Captain Jack Sparrow,Male,285,2007,Pirates of the Caribbean: At World's End
1700,2888,Will Smith,Robert Neville,Male,6479,2007,I Am Legend
1701,1461,George Clooney,Daniel Ocean,Male,298,2007,Ocean's Thirteen
1702,17606,Imogen Poots,Tammy Harris,Female,1562,2007,28 Weeks Later
1703,65524,Ioan Gruffudd,Reed Richards / Mr. Fantastic,Male,1979,2007,Fantastic 4: Rise of the Silver Surfer
1704,10872,Patton Oswalt,Remy (voice),Male,2062,2007,Ratatouille
1705,8891,John Travolta,Edna Turnblad,Male,2976,2007,Hairspray
1706,18082,Timothy Olyphant,Agent 47,Male,1620,2007,Hitman
1707,56389,Steven Pasquale,Dallas Howard,Male,440,2007,Aliens vs Predator: Requiem
1708,2176,Tommy Lee Jones,Sheriff Ed Tom Bell,Male,6977,2007,No Country for Old Men
1709,198,Dan Castellaneta,Homer / Itchy / Barney / Grampa / Stage Manager / Krusty the Clown / Mayor Quimby / Mayor's Aide / Multi-Eyed Squirrel / Panicky Man / Sideshow Mel / Mr. Teeny / EPA Official / Kissing Cop / Bear / Boy on Phone / NSA Worker / Officer / Santa's Little Helper / Squeaky-Voiced Teen (voice),Male,35,2007,The Simpsons Movie
1710,2963,Nicolas Cage,Benjamin Franklin Gates,Male,6637,2007,National Treasure: Book of Secrets
1711,11662,Jason Lee,Dave,Male,6477,2007,Alvin and the Chipmunks
1712,79006,Kenji Mizuhashi,Takaki Tohno (voice),Male,38142,2007,5 Centimeters per Second
1713,131,Jake Gyllenhaal,Robert Graysmith,Male,1949,2007,Zodiac
1714,10730,Rowan Atkinson,Mr. Bean,Male,1268,2007,Mr. Bean's Holiday
1715,5538,Ray Winstone,Beowulf / Golden Man / Dragon,Male,2310,2007,Beowulf
1716,776,Eddie Murphy,Norbit / Rasputia / Mr. Wong,Male,9757,2007,Norbit
1717,12073,Mike Myers,Shrek (voice),Male,810,2007,Shrek the Third
1718,15112,Tom Selleck,Cornelius Robinson (voice),Male,1267,2007,Meet the Robinsons
1719,2963,Nicolas Cage,Johnny Blaze/Ghost Rider,Male,1250,2007,Ghost Rider
1720,6856,Kurt Russell,Stuntman Mike McKay,Male,1991,2007,Death Proof
1721,4495,Steve Carell,Evan Baxter,Male,2698,2007,Evan Almighty
1722,45589,Dakota Blue Richards,Lyra Belacqua,Female,2268,2007,The Golden Compass
1723,26973,John White,Erik Stifler,Male,8277,2007,American Pie Presents: Beta House
1724,113676,Helena Mattsson,Miranda Hollander,Female,15212,2007,Species: The Awakening
1725,81667,Jennifer Hale,Cinderella (voice),Female,16119,2007,Cinderella III: A Twist in Time
1726,62,Bruce Willis,John McClane,Male,1571,2007,Live Free or Die Hard
1728,9290,Henry Rollins,Dale Murphy,Male,13186,2007,Wrong Turn 2: Dead End
1729,27972,Josh Hutcherson,Jess Aarons,Male,1265,2007,Bridge to Terabithia
1730,13275,Tadanobu Asano,Temudjin,Male,12246,2007,Mongol: The Rise of Genghis Khan
1731,90596,Katie Featherston,Katie,Female,23827,2007,Paranormal Activity
1732,11108,Simon Pegg,Nicholas Angel,Male,4638,2007,Hot Fuzz
1733,16377,Jerry Seinfeld,Barry B. Benson (voice),Male,5559,2007,Bee Movie
1734,21007,Jonah Hill,Seth,Male,8363,2007,Superbad
1736,66441,Talulah Riley,Annabelle Fritton,Female,10748,2007,St. Trinian's
1737,10959,Shia LaBeouf,Cody Maverick,Male,9408,2007,Surf's Up
1738,76999,Jess Weixler,Dawn O'Keefe,Female,13121,2007,Teeth
1739,3416,Demi Moore,Laura Quinn,Female,13195,2007,Flawless
1740,9273,Amy Adams,Giselle,Female,4523,2007,Enchanted
1741,78139,Blythe Auffarth,Meg Loughlin,Female,15356,2007,The Girl Next Door
1742,29222,Zac Efron,Troy Bolton,Male,13649,2007,High School Musical 2
1743,1892,Matt Damon,Jason Bourne,Male,2503,2007,The Bourne Ultimatum
1744,46593,Emile Hirsch,Christopher McCandless,Male,5915,2007,Into the Wild
1745,13240,Mark Wahlberg,Bob Lee Swagger,Male,7485,2007,Shooter
1746,2144,Tobin Bell,Jigsaw/John,Male,663,2007,Saw IV
1747,2299,Josh Hartnett,Eben Oleson,Male,4513,2007,30 Days of Night
1748,934,Russell Crowe,Ben Wade,Male,5176,2007,3:10 to Yuma
1749,5723,John Leguizamo,Michael Beltran,Male,13078,2007,The Babysitters
1750,15762,Tara Strong,Ben Tenyson,Female,15403,2007,Ben 10: Secret of the Omnitrix
1752,133212,Ryan Kwanten,Jamie Ashen,Male,14001,2007,Dead Silence
1753,5292,Denzel Washington,Melvin B. Tolson,Male,14047,2007,The Great Debaters
1754,3036,John Cusack,Mike Enslin,Male,3021,2007,1408
1755,83660,Tomoya Nagase,"Nameless (""Nanashi"")",Male,13980,2007,Sword of the Stranger
1756,74927,Joakim Nätterqvist,Arn Magnusson,Male,13491,2007,Arn: The Knight Templar
1757,46364,Shun Oguri,Genji Takiya,Male,14943,2007,Crows Zero
1758,8210,Wes Bentley,Thomas,Male,13474,2007,P2
1759,66,Chris Tucker,Det. James Carter,Male,5174,2007,Rush Hour 3
1760,112,Cate Blanchett,Elizabeth I,Female,4517,2007,Elizabeth: The Golden Age
1761,11856,Daniel Day-Lewis,Daniel Plainview,Male,7345,2007,There Will Be Blood
1762,19274,Seth Rogen,Ben Stone,Male,4964,2007,Knocked Up
1763,21430,Natassia Malthe,Rayne,Female,17456,2007,BloodRayne: Deliverance
1764,27578,Ellen Page,Juno MacGuff,Female,7326,2007,Juno
1765,16850,Rose McGowan,Cherry Darling,Female,1992,2007,Planet Terror
1766,56890,Malcolm McDowell,Dr. Loomis,Male,2082,2007,Halloween
1767,1336,Jet Li,Rogue,Male,10431,2007,War
1768,5292,Denzel Washington,Frank Lucas,Male,4982,2007,American Gangster
1769,46300,Alexander Nathan Etel,Angus MacMorrow,Male,54318,2007,The Water Horse
1770,11108,Simon Pegg,Dennis,Male,7942,2007,"Run, Fatboy, Run"
1771,30614,Ryan Gosling,Lars Lindstrom,Male,6615,2007,Lars and the Real Girl
1772,31,Tom Hanks,Charlie Wilson,Male,6538,2007,Charlie Wilson's War
1773,2296,Clive Owen,Smith,Male,4141,2007,Shoot 'Em Up
1775,85,Johnny Depp,Sweeney Todd,Male,13885,2007,Sweeney Todd: The Demon Barber of Fleet Street
1776,1336,Jet Li,General Ma Xinyi,Male,14392,2007,The Warlords
1777,116,Keira Knightley,Cecilia Tallis,Female,4347,2007,Atonement
1778,3489,Naomi Watts,Anna Khitrova,Female,2252,2007,Eastern Promises
1779,27578,Ellen Page,Sylvia Likens,Female,13008,2007,An American Crime
1780,1813,Anne Hathaway,Jane Austen,Female,2977,2007,Becoming Jane
1781,287,Brad Pitt,Jesse James,Male,4512,2007,The Assassination of Jesse James by the Coward Robert Ford
1782,1604,Lluís Homar,Hilbert,Male,5595,2007,Fermat's Room
1783,20666,Samy Naceri,Daniel Morales,Male,2335,2007,Taxi 4
1784,19907,Belén Rueda,Laura,Female,6537,2007,The Orphanage
1785,116,Keira Knightley,Hélène Joncour,Female,14753,2007,Silk
1786,448,Hilary Swank,Holly,Female,6023,2007,P.S. I Love You
1787,4937,Vince Vaughn,Fred Claus,Male,5375,2007,Fred Claus
1788,6194,Claire Danes,Yvaine,Female,2270,2007,Stardust
1789,63797,Alistair Abell,Faban (voice),Male,16962,2007,Barbie Fairytopia: Magic of the Rainbow
1790,16828,Chris Evans,Casey Jones (voice),Male,1273,2007,TMNT
1791,52583,Wagner Moura,Capitão Nascimento,Male,7347,2007,Elite Squad
1792,4764,John C. Reilly,Dewey Cox,Male,6575,2007,Walk Hard: The Dewey Cox Story
1793,52139,Seth MacFarlane,Peter Griffin as Han Solo / Brian Griffin as Chewbacca / Stewie Griffin as Darth Vader / Glenn Quagmire as C-3PO / Tom Tucker as Imperial Newscaster / Carter Pewterschmidt as Uncle Owen / Additional Voices (voice),Male,278468,2007,Family Guy Presents: Blue Harvest
1794,18354,Bridget Moynahan,Amy Newman,Female,14211,2007,Prey
1795,1205,Richard Gere,Erroll Babbage,Male,14148,2007,The Flock
1796,19292,Adam Sandler,"Charles ""Chuck"" Levine",Male,3563,2007,I Now Pronounce You Chuck & Larry
1797,3894,Christian Bale,Bruce Wayne / Batman,Male,155,2008,The Dark Knight
1798,77996,Asa Butterfield,Bruno Hoess,Male,14574,2008,The Boy in the Striped Pyjamas
1800,37917,Kristen Stewart,Bella Swan,Female,8966,2008,Twilight
1801,3223,Robert Downey Jr.,Tony Stark / Iron Man,Male,1726,2008,Iron Man
1802,819,Edward Norton,Bruce Banner / The Hulk,Male,1724,2008,The Incredible Hulk
1803,3,Harrison Ford,Indiana Jones,Male,217,2008,Indiana Jones and the Kingdom of the Crystal Skull
1804,8784,Daniel Craig,James Bond,Male,10764,2008,Quantum of Solace
1805,74358,Kelly Sheridan,Barbie / Liana (voice),Female,13004,2008,Barbie and the Diamond Castle
1806,670,Ben Burtt,WALL·E / M-O (voice),Male,10681,2008,WALL·E
1807,112,Cate Blanchett,Daisy Fuller,Female,4922,2008,The Curious Case of Benjamin Button
1808,70851,Jack Black,Po (voice),Male,9502,2008,Kung Fu Panda
1809,7399,Ben Stiller,Alex (voice),Male,10527,2008,Madagascar: Escape 2 Africa
1810,5064,Meryl Streep,Donna Sheridan,Female,11631,2008,Mamma Mia!
1811,18269,Brendan Fraser,Trevor Anderson,Male,88751,2008,Journey to the Center of the Earth
1812,18269,Brendan Fraser,Richard O'Connell,Male,1735,2008,The Mummy: Tomb of the Dragon Emperor
1813,19292,Adam Sandler,Zohan,Male,10661,2008,You Don't Mess with the Zohan
1814,976,Jason Statham,Frank Martin,Male,13387,2008,Transporter 3
